::ffff:127.0.0.1 - - [06/Sep/2023:14:31:21 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:21 +0000] "GET /api/user/users HTTP/1.1" 404 635 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:21 +0000] "GET /api/user/users HTTP/1.1" 404 635 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:21 +0000] "GET /api/user/current HTTP/1.1" 404 635 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:21 +0000] "GET /api/user/unknown HTTP/1.1" 404 635 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:22 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:22 +0000] "GET /api/profile/testing1 HTTP/1.1" 200 343 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:22 +0000] "POST /api/auth/register HTTP/1.1" 200 975 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:22 +0000] "GET /api/room/getAllRoom HTTP/1.1" 200 727 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:22 +0000] "POST /api/auth/register HTTP/1.1" 200 399 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:22 +0000] "GET /api/messages/64f88d30cd8862df4b1f2f0b HTTP/1.1" 200 695 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:22 +0000] "POST /api/room/addRoom HTTP/1.1" 200 261 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:22 +0000] "POST /api/room/verify HTTP/1.1" 404 53 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:22 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
